,Countries,Total Cases,Todays Cases,Total Deaths
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,838 Cases and 14,616 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,838        



Deaths:

14,616



Recovered:

97,636



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,054                     3,261
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,838 Cases and 14,616 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,838        



Deaths:

14,616



Recovered:

97,636



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,054                     3,261
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,838 Cases and 14,616 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,838        



Deaths:

14,616



Recovered:

97,636



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,054                     3,261
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,838 Cases and 14,616 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,838        



Deaths:

14,616



Recovered:

97,636



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,054                     3,261
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,838 Cases and 14,616 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,838        



Deaths:

14,616



Recovered:

97,636



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,054                     3,261
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,877 Cases and 14,625 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,877        



Deaths:

14,625



Recovered:

97,899



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 336,877 Cases and 14,625 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

336,877        



Deaths:

14,625



Recovered:

97,899



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,603       +3,107        1,756
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,349



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,042 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,042        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,298 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,298        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,300 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,300        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,300 Cases and 14,641 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,300        



Deaths:

14,641



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,315 Cases and 14,646 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,315        



Deaths:

14,646



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,437 Cases and 14,646 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,437        



Deaths:

14,646



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,441 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,441        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,442 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,442        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,442 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,442        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,444 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,444        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,452 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,452        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,469 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,469        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138       +5,560        5,476
3             USA      33,546       +9,339          419
4           Spain      28,768       +3,272        1,772
5         Germany      24,873       +2,509           94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1           +1             
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,469 Cases and 14,647 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,469        



Deaths:

14,647



Recovered:

98,627



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,533 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,533        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,533 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,533        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,533 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,533        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,533 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,533        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
2           Italy      59,138                     5,476
3             USA      33,546                       419
4           Spain      28,768                     1,772
5         Germany      24,873                        94
..            ...         ...          ...          ...
189  Sint Maarten           1                          
190       Somalia           1                          
191         Syria           1                          
192   Timor-Leste           1                          
193        Uganda           1                          

[193 rows x 4 columns]
Coronavirus Update (Live): 337,553 Cases and 14,654 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

337,553        



Deaths:

14,654



Recovered:

98,884



Analysis based on individual countries

        Countries Total Cases Todays Cases Total Deaths
1           China      81,093          +39        3,270
